"al_albumid","al_albumname","al_artistid","al_releasedate"
5402,"albumName5402",4069,"1974-11-15"
5403,"albumName5403",2004,"2058-09-12"
5404,"albumName5404",1533,"2063-03-18"
5405,"albumName5405",3399,"1977-10-08"
5406,"albumName5406",1062,"2060-04-22"
5407,"albumName5407",3633,"2060-09-11"
5408,"albumName5408",703,"2062-03-08"
5409,"albumName5409",4880,"2012-04-02"
5410,"albumName5410",4013,"2004-07-22"
5411,"albumName5411",2641,"2062-07-03"
5412,"albumName5412",3517,"2062-09-08"
5413,"albumName5413",3371,"2065-07-03"
5414,"albumName5414",3969,"1980-03-21"
5415,"albumName5415",3019,"1989-09-23"
5416,"albumName5416",1482,"1971-10-26"
5417,"albumName5417",2059,"1995-07-02"
5418,"albumName5418",1987,"2057-01-23"
5419,"albumName5419",4179,"2062-06-19"
5420,"albumName5420",4148,"2013-05-22"
5421,"albumName5421",3084,"1977-08-22"
5422,"albumName5422",15,"2019-01-26"
5423,"albumName5423",530,"1971-08-15"
5424,"albumName5424",2503,"2064-04-07"
5425,"albumName5425",3038,"2011-09-18"
5426,"albumName5426",1406,"2021-11-04"
5427,"albumName5427",4734,"1988-03-11"
5428,"albumName5428",3159,"2051-11-17"
5429,"albumName5429",474,"1987-12-10"
5430,"albumName5430",1267,"2067-04-11"
5431,"albumName5431",2813,"2061-11-28"
5432,"albumName5432",374,"2052-03-02"
5433,"albumName5433",1906,"2015-04-02"
5434,"albumName5434",2750,"2057-03-03"
5435,"albumName5435",4667,"1995-04-04"
5436,"albumName5436",4386,"2061-11-17"
5437,"albumName5437",1358,"2025-10-27"
5438,"albumName5438",1731,"2001-08-03"
5439,"albumName5439",2094,"2052-10-24"
5440,"albumName5440",781,"2013-05-16"
5441,"albumName5441",3275,"1970-10-11"
5442,"albumName5442",1164,"1973-10-16"
5443,"albumName5443",503,"1970-03-15"
5444,"albumName5444",3013,"1986-08-21"
5445,"albumName5445",2029,"2001-05-04"
5446,"albumName5446",4485,"2015-06-20"
5447,"albumName5447",1479,"2005-11-19"
5448,"albumName5448",4815,"1980-01-22"
5449,"albumName5449",3112,"2010-10-20"
5450,"albumName5450",3118,"1982-03-11"
5451,"albumName5451",1872,"2051-03-16"
5452,"albumName5452",4266,"1993-01-17"
5453,"albumName5453",4617,"1987-03-25"
5454,"albumName5454",1949,"1978-12-27"
5455,"albumName5455",4,"2063-06-15"
5456,"albumName5456",2185,"2064-09-05"
5457,"albumName5457",197,"2012-10-28"
5458,"albumName5458",3533,"2057-01-15"
5459,"albumName5459",3063,"1992-09-12"
5460,"albumName5460",2746,"1995-08-19"
5461,"albumName5461",2382,"1995-08-15"
5462,"albumName5462",4147,"2057-08-10"
5463,"albumName5463",2324,"1980-06-16"
5464,"albumName5464",775,"2005-04-20"
5465,"albumName5465",1515,"2021-01-12"
5466,"albumName5466",4102,"2067-08-16"
5467,"albumName5467",241,"2024-04-08"
5468,"albumName5468",3766,"1984-04-23"
5469,"albumName5469",3789,"2009-10-18"
5470,"albumName5470",4335,"2052-05-10"
5471,"albumName5471",3664,"1986-09-20"
5472,"albumName5472",202,"2059-11-24"
5473,"albumName5473",1072,"2067-12-04"
5474,"albumName5474",1977,"2067-02-25"
5475,"albumName5475",4789,"1972-06-27"
5476,"albumName5476",4471,"2053-09-23"
5477,"albumName5477",889,"2054-11-25"
5478,"albumName5478",3177,"2015-10-07"
5479,"albumName5479",950,"2021-12-28"
5480,"albumName5480",3156,"2067-08-27"
5481,"albumName5481",3434,"2062-07-23"
5482,"albumName5482",2385,"2001-03-23"
5483,"albumName5483",360,"2053-01-26"
5484,"albumName5484",630,"2004-08-15"
5485,"albumName5485",402,"2051-10-19"
5486,"albumName5486",30,"2007-02-10"
5487,"albumName5487",414,"2065-02-02"
5488,"albumName5488",3875,"2014-01-05"
5489,"albumName5489",150,"2021-06-13"
5490,"albumName5490",3397,"1991-05-25"
5491,"albumName5491",3467,"2014-10-18"
5492,"albumName5492",3817,"2021-05-24"
5493,"albumName5493",2036,"2000-03-21"
5494,"albumName5494",4274,"1983-11-14"
5495,"albumName5495",2772,"1982-11-08"
5496,"albumName5496",2324,"2010-11-10"
5497,"albumName5497",1209,"2006-01-12"
5498,"albumName5498",4815,"1982-02-02"
5499,"albumName5499",4171,"2016-02-02"
5500,"albumName5500",2899,"1972-04-11"
5501,"albumName5501",1247,"1988-02-23"
5502,"albumName5502",4079,"2051-03-24"
5503,"albumName5503",2941,"1973-09-13"
5504,"albumName5504",3245,"1976-05-22"
5505,"albumName5505",3239,"1999-09-03"
5506,"albumName5506",516,"2010-03-13"
5507,"albumName5507",3270,"2066-03-21"
5508,"albumName5508",1810,"2064-10-23"
5509,"albumName5509",616,"2055-04-17"
5510,"albumName5510",1167,"2009-04-11"
5511,"albumName5511",698,"2023-02-11"
5512,"albumName5512",3556,"1987-04-21"
5513,"albumName5513",18,"2002-09-03"
5514,"albumName5514",3314,"1989-07-12"
5515,"albumName5515",1818,"2064-03-18"
5516,"albumName5516",1511,"2063-09-17"
5517,"albumName5517",3892,"2006-10-24"
5518,"albumName5518",2887,"1997-12-25"
5519,"albumName5519",3125,"2059-12-08"
5520,"albumName5520",3652,"2019-01-17"
5521,"albumName5521",2479,"1977-02-02"
5522,"albumName5522",2177,"1989-10-09"
5523,"albumName5523",1414,"2023-04-04"
5524,"albumName5524",2680,"2018-05-28"
5525,"albumName5525",4074,"2020-08-01"
5526,"albumName5526",2650,"1970-10-22"
5527,"albumName5527",4385,"2024-07-20"
5528,"albumName5528",2701,"1986-09-21"
5529,"albumName5529",2732,"1979-03-19"
5530,"albumName5530",754,"1970-01-19"
5531,"albumName5531",4298,"2015-07-18"
5532,"albumName5532",1978,"2065-03-21"
5533,"albumName5533",3425,"2063-01-09"
5534,"albumName5534",1154,"2003-12-06"
5535,"albumName5535",1911,"2054-04-08"
5536,"albumName5536",3008,"2006-04-10"
5537,"albumName5537",1509,"1971-06-18"
5538,"albumName5538",3441,"2010-06-03"
5539,"albumName5539",1768,"2057-04-01"
5540,"albumName5540",397,"2024-08-01"
5541,"albumName5541",3724,"2024-10-14"
5542,"albumName5542",1594,"2067-10-22"
5543,"albumName5543",3273,"1984-04-09"
5544,"albumName5544",541,"1993-07-08"
5545,"albumName5545",2836,"2053-02-20"
5546,"albumName5546",702,"2007-07-03"
5547,"albumName5547",3472,"1984-02-23"
5548,"albumName5548",4810,"2060-03-18"
5549,"albumName5549",3416,"1985-09-17"
5550,"albumName5550",3102,"1999-05-03"
5551,"albumName5551",4080,"2059-10-17"
5552,"albumName5552",767,"2052-12-13"
5553,"albumName5553",3369,"2013-06-10"
5554,"albumName5554",4596,"1985-11-28"
5555,"albumName5555",4372,"2002-09-12"
5556,"albumName5556",4412,"2017-06-26"
5557,"albumName5557",2528,"2006-11-02"
5558,"albumName5558",1007,"1972-10-02"
5559,"albumName5559",4216,"1999-05-27"
5560,"albumName5560",2254,"1973-05-01"
5561,"albumName5561",4617,"1993-02-22"
5562,"albumName5562",1463,"2055-05-01"
5563,"albumName5563",4525,"2005-07-17"
5564,"albumName5564",872,"1974-11-22"
5565,"albumName5565",117,"2061-07-07"
5566,"albumName5566",3348,"2066-06-11"
5567,"albumName5567",731,"2001-05-24"
5568,"albumName5568",4649,"1995-12-16"
5569,"albumName5569",1742,"2004-02-19"
5570,"albumName5570",1515,"2011-07-19"
5571,"albumName5571",3673,"1979-09-04"
5572,"albumName5572",4654,"1995-03-27"
5573,"albumName5573",2113,"1981-12-15"
5574,"albumName5574",2639,"2067-08-21"
5575,"albumName5575",3774,"1991-02-28"
5576,"albumName5576",1567,"1991-06-09"
5577,"albumName5577",4120,"2010-11-01"
5578,"albumName5578",495,"2056-09-24"
5579,"albumName5579",724,"2055-02-21"
5580,"albumName5580",2762,"1990-12-16"
5581,"albumName5581",2418,"2069-03-08"
5582,"albumName5582",1828,"1989-05-09"
5583,"albumName5583",4126,"2054-10-26"
5584,"albumName5584",1602,"1984-03-07"
5585,"albumName5585",29,"2067-07-28"
5586,"albumName5586",1883,"2069-04-22"
5587,"albumName5587",2657,"2011-11-12"
5588,"albumName5588",2058,"1971-11-20"
5589,"albumName5589",309,"2052-01-02"
5590,"albumName5590",169,"1992-09-13"
5591,"albumName5591",3057,"1994-03-01"
5592,"albumName5592",1211,"2062-09-25"
5593,"albumName5593",4226,"1989-09-26"
5594,"albumName5594",4560,"1997-09-17"
5595,"albumName5595",2829,"2014-10-19"
5596,"albumName5596",754,"2017-12-22"
5597,"albumName5597",878,"2057-03-28"
5598,"albumName5598",160,"2005-11-27"
5599,"albumName5599",778,"2001-01-05"
5600,"albumName5600",1205,"1972-11-24"
5601,"albumName5601",659,"1998-11-12"
5602,"albumName5602",2813,"1981-03-10"
5603,"albumName5603",4045,"1982-09-17"
5604,"albumName5604",2418,"1994-11-20"
5605,"albumName5605",2750,"1997-04-08"
5606,"albumName5606",8,"2004-05-06"
5607,"albumName5607",4253,"2058-06-13"
5608,"albumName5608",4792,"1973-04-01"
5609,"albumName5609",4772,"2009-03-20"
5610,"albumName5610",1982,"2058-06-18"
5611,"albumName5611",3478,"2005-07-26"
5612,"albumName5612",1967,"2020-02-21"
5613,"albumName5613",719,"1977-09-28"
5614,"albumName5614",1949,"1974-11-14"
5615,"albumName5615",2946,"2069-12-18"
5616,"albumName5616",4218,"1988-06-14"
5617,"albumName5617",2535,"1988-04-27"
5618,"albumName5618",4035,"1998-04-06"
5619,"albumName5619",3212,"2000-07-11"
5620,"albumName5620",1074,"1988-09-28"
5621,"albumName5621",505,"1976-05-14"
5622,"albumName5622",4176,"1985-03-15"
5623,"albumName5623",3481,"2059-03-16"
5624,"albumName5624",2900,"2005-09-05"
5625,"albumName5625",1485,"1991-09-11"
5626,"albumName5626",4373,"2066-07-23"
5627,"albumName5627",1119,"1997-07-20"
5628,"albumName5628",611,"2068-11-08"
5629,"albumName5629",1570,"1970-11-09"
5630,"albumName5630",1073,"2008-11-14"
5631,"albumName5631",4593,"2069-11-18"
5632,"albumName5632",3465,"2007-08-10"
5633,"albumName5633",1944,"2016-07-14"
5634,"albumName5634",4133,"1995-01-03"
5635,"albumName5635",2793,"2060-05-05"
5636,"albumName5636",1469,"1977-06-07"
5637,"albumName5637",2764,"1982-09-26"
5638,"albumName5638",1825,"2062-12-12"
5639,"albumName5639",1743,"2067-04-22"
5640,"albumName5640",2183,"1979-08-04"
5641,"albumName5641",350,"2015-10-13"
5642,"albumName5642",4888,"1986-07-27"
5643,"albumName5643",3490,"2065-09-01"
5644,"albumName5644",1608,"1976-07-10"
5645,"albumName5645",4770,"2051-04-25"
5646,"albumName5646",531,"2005-08-01"
5647,"albumName5647",4324,"2002-06-11"
5648,"albumName5648",4418,"1985-05-16"
5649,"albumName5649",1701,"1977-03-26"
5650,"albumName5650",1519,"1979-09-11"
5651,"albumName5651",1211,"2012-01-05"
5652,"albumName5652",3891,"2017-02-02"
5653,"albumName5653",3674,"1979-05-18"
5654,"albumName5654",502,"2009-05-28"
5655,"albumName5655",2310,"2017-11-13"
5656,"albumName5656",3609,"1985-03-26"
5657,"albumName5657",2886,"2061-12-27"
5658,"albumName5658",3137,"1988-03-27"
5659,"albumName5659",1071,"2051-11-05"
5660,"albumName5660",563,"1971-03-15"
5661,"albumName5661",2911,"1977-03-28"
5662,"albumName5662",935,"2019-04-01"
5663,"albumName5663",314,"2022-07-05"
5664,"albumName5664",2448,"1975-04-05"
5665,"albumName5665",831,"1981-06-08"
5666,"albumName5666",370,"2001-02-12"
5667,"albumName5667",2149,"2006-03-16"
5668,"albumName5668",2067,"1991-12-07"
5669,"albumName5669",675,"1974-03-18"
5670,"albumName5670",382,"1992-06-12"
5671,"albumName5671",1482,"2062-01-09"
5672,"albumName5672",4325,"2000-08-22"
5673,"albumName5673",4692,"2069-05-23"
5674,"albumName5674",3772,"2065-02-23"
5675,"albumName5675",1742,"2058-06-28"
5676,"albumName5676",855,"2018-07-12"
5677,"albumName5677",4530,"1995-10-22"
5678,"albumName5678",1419,"2002-01-01"
5679,"albumName5679",4562,"2053-06-28"
5680,"albumName5680",2393,"1994-03-03"
5681,"albumName5681",362,"1996-04-14"
5682,"albumName5682",2679,"1994-02-14"
5683,"albumName5683",383,"2051-11-26"
5684,"albumName5684",876,"1997-02-10"
5685,"albumName5685",3716,"1975-03-17"
5686,"albumName5686",217,"2066-11-11"
5687,"albumName5687",170,"2065-08-07"
5688,"albumName5688",4704,"2014-10-08"
5689,"albumName5689",4258,"2063-05-22"
5690,"albumName5690",4335,"2065-02-08"
5691,"albumName5691",3991,"1993-08-06"
5692,"albumName5692",4487,"1970-04-13"
5693,"albumName5693",4639,"2025-11-22"
5694,"albumName5694",2012,"2022-02-07"
5695,"albumName5695",2365,"1978-08-11"
5696,"albumName5696",1648,"2017-02-24"
5697,"albumName5697",2936,"1994-01-17"
5698,"albumName5698",1342,"1996-06-09"
5699,"albumName5699",1567,"2065-04-18"
5700,"albumName5700",3479,"2021-10-12"
5701,"albumName5701",3825,"1980-04-28"
5702,"albumName5702",3280,"1993-10-08"
5703,"albumName5703",4179,"1995-08-19"
5704,"albumName5704",285,"1972-01-25"
5705,"albumName5705",560,"2002-10-23"
5706,"albumName5706",1119,"2055-11-13"
5707,"albumName5707",1295,"2011-06-05"
5708,"albumName5708",691,"2064-05-08"
5709,"albumName5709",2195,"1995-02-16"
5710,"albumName5710",613,"2019-06-05"
5711,"albumName5711",2830,"1991-01-07"
5712,"albumName5712",2556,"2056-06-10"
5713,"albumName5713",866,"2001-07-08"
5714,"albumName5714",4533,"2000-07-02"
5715,"albumName5715",2794,"1973-04-24"
5716,"albumName5716",1589,"1996-06-16"
5717,"albumName5717",2914,"2006-01-05"
5718,"albumName5718",4588,"1981-01-03"
5719,"albumName5719",4086,"1988-03-03"
5720,"albumName5720",246,"2018-09-16"
5721,"albumName5721",4107,"1970-03-14"
5722,"albumName5722",2049,"2016-09-21"
5723,"albumName5723",4137,"2013-06-07"
5724,"albumName5724",1946,"1978-08-18"
5725,"albumName5725",947,"1973-05-16"
5726,"albumName5726",4768,"1976-02-17"
5727,"albumName5727",4719,"2010-10-27"
5728,"albumName5728",1036,"2051-08-11"
5729,"albumName5729",2284,"2061-08-27"
5730,"albumName5730",4363,"2007-11-06"
5731,"albumName5731",1927,"2059-03-25"
5732,"albumName5732",1047,"1991-01-20"
5733,"albumName5733",3687,"2002-02-20"
5734,"albumName5734",3205,"2016-08-05"
5735,"albumName5735",642,"1974-04-28"
5736,"albumName5736",2047,"2060-09-01"
5737,"albumName5737",1532,"2063-10-02"
5738,"albumName5738",2280,"1976-12-08"
5739,"albumName5739",3362,"2055-02-08"
5740,"albumName5740",3672,"2017-07-22"
5741,"albumName5741",4040,"2059-05-09"
5742,"albumName5742",3726,"2066-06-19"
5743,"albumName5743",194,"1995-03-08"
5744,"albumName5744",3532,"1973-10-06"
5745,"albumName5745",3565,"2052-11-26"
5746,"albumName5746",4731,"2069-05-07"
5747,"albumName5747",1069,"2019-09-13"
5748,"albumName5748",3714,"2022-02-10"
5749,"albumName5749",1772,"1995-05-04"
5750,"albumName5750",664,"2053-10-06"
5751,"albumName5751",3441,"1977-09-10"
5752,"albumName5752",594,"1988-07-06"
5753,"albumName5753",4521,"2006-12-26"
5754,"albumName5754",3270,"2064-05-13"
5755,"albumName5755",4367,"1976-06-15"
5756,"albumName5756",1962,"1970-12-09"
5757,"albumName5757",2868,"2012-01-01"
5758,"albumName5758",936,"1979-04-08"
5759,"albumName5759",4694,"2058-10-06"
5760,"albumName5760",4701,"1980-01-06"
5761,"albumName5761",4904,"2060-08-12"
5762,"albumName5762",3491,"2013-03-28"
5763,"albumName5763",4641,"2014-09-18"
5764,"albumName5764",2564,"2067-08-06"
5765,"albumName5765",3986,"2003-09-27"
5766,"albumName5766",3199,"2004-05-08"
5767,"albumName5767",1665,"1990-04-24"
5768,"albumName5768",644,"2055-05-17"
5769,"albumName5769",2267,"2021-01-27"
5770,"albumName5770",988,"1981-12-25"
5771,"albumName5771",2709,"1999-12-25"
5772,"albumName5772",2124,"1989-05-14"
5773,"albumName5773",3797,"1974-02-17"
5774,"albumName5774",4886,"1983-04-07"
5775,"albumName5775",541,"2064-05-07"
5776,"albumName5776",4044,"1978-07-21"
5777,"albumName5777",1181,"1999-03-23"
5778,"albumName5778",2032,"2005-10-09"
5779,"albumName5779",1860,"2060-08-16"
5780,"albumName5780",2212,"2019-12-20"
5781,"albumName5781",4700,"2058-09-05"
5782,"albumName5782",604,"2060-11-24"
5783,"albumName5783",1862,"1984-10-25"
5784,"albumName5784",1176,"2067-10-21"
5785,"albumName5785",3353,"2023-12-02"
5786,"albumName5786",4639,"1991-06-14"
5787,"albumName5787",1690,"2062-04-26"
5788,"albumName5788",2714,"2025-09-23"
5789,"albumName5789",255,"1999-04-22"
5790,"albumName5790",1869,"2021-05-22"
5791,"albumName5791",2880,"1990-06-08"
5792,"albumName5792",1236,"1977-07-28"
5793,"albumName5793",1369,"2010-08-19"
5794,"albumName5794",1021,"2007-10-11"
5795,"albumName5795",127,"1974-09-17"
5796,"albumName5796",97,"2052-08-23"
5797,"albumName5797",3681,"1995-08-19"
5798,"albumName5798",4834,"2012-10-01"
5799,"albumName5799",2510,"2008-03-20"
5800,"albumName5800",2222,"2015-11-10"
5801,"albumName5801",1750,"2011-08-01"
5802,"albumName5802",2650,"1970-03-02"
5803,"albumName5803",847,"1975-05-02"
5804,"albumName5804",4154,"2052-11-03"
5805,"albumName5805",3605,"1970-01-08"
5806,"albumName5806",2551,"1973-11-21"
5807,"albumName5807",3612,"2005-03-27"
5808,"albumName5808",2610,"1992-04-19"
5809,"albumName5809",3965,"2007-04-27"
5810,"albumName5810",4840,"2025-04-27"
5811,"albumName5811",613,"2069-03-23"
5812,"albumName5812",1588,"1983-11-12"
5813,"albumName5813",1982,"1982-06-24"
5814,"albumName5814",3441,"2017-10-08"
5815,"albumName5815",1464,"2053-04-27"
5816,"albumName5816",2386,"2051-11-22"
5817,"albumName5817",1986,"2021-05-24"
5818,"albumName5818",2765,"2025-02-26"
5819,"albumName5819",4617,"2013-03-12"
5820,"albumName5820",2092,"2022-04-08"
5821,"albumName5821",137,"2004-03-03"
5822,"albumName5822",4424,"2008-05-28"
5823,"albumName5823",998,"2024-02-02"
5824,"albumName5824",983,"2023-01-02"
5825,"albumName5825",901,"1984-10-18"
5826,"albumName5826",3810,"2022-12-09"
5827,"albumName5827",1045,"1993-07-27"
5828,"albumName5828",4762,"2063-12-28"
5829,"albumName5829",909,"2056-01-01"
5830,"albumName5830",3999,"2064-02-01"
5831,"albumName5831",4360,"2009-07-02"
5832,"albumName5832",3388,"2068-11-06"
5833,"albumName5833",4852,"2055-05-11"
5834,"albumName5834",1223,"2004-09-26"
5835,"albumName5835",923,"2010-06-16"
5836,"albumName5836",4010,"2051-12-08"
5837,"albumName5837",2299,"1987-12-19"
5838,"albumName5838",2888,"2008-11-01"
5839,"albumName5839",537,"2014-06-08"
5840,"albumName5840",2614,"2021-05-08"
5841,"albumName5841",2629,"1983-11-12"
5842,"albumName5842",2679,"1993-08-04"
5843,"albumName5843",4130,"2005-08-12"
5844,"albumName5844",3843,"1980-05-10"
5845,"albumName5845",714,"2051-12-04"
5846,"albumName5846",3491,"1996-05-11"
5847,"albumName5847",1368,"2055-07-14"
5848,"albumName5848",2693,"1986-07-16"
5849,"albumName5849",1797,"2009-05-10"
5850,"albumName5850",870,"2004-08-17"
5851,"albumName5851",859,"2025-02-17"
5852,"albumName5852",1337,"2062-11-25"
5853,"albumName5853",1758,"2060-01-05"
5854,"albumName5854",3316,"1984-07-09"
5855,"albumName5855",4701,"2013-04-28"
5856,"albumName5856",1714,"2007-02-09"
5857,"albumName5857",965,"2066-05-05"
5858,"albumName5858",3233,"1986-01-01"
5859,"albumName5859",3996,"2051-07-15"
5860,"albumName5860",2251,"1986-12-20"
5861,"albumName5861",4822,"1983-01-12"
5862,"albumName5862",2718,"2010-08-20"
5863,"albumName5863",2910,"2058-08-24"
5864,"albumName5864",2524,"2060-10-18"
5865,"albumName5865",2219,"1976-01-27"
5866,"albumName5866",4486,"2003-07-02"
5867,"albumName5867",1179,"1991-11-11"
5868,"albumName5868",3011,"1971-11-21"
5869,"albumName5869",1257,"2069-01-19"
5870,"albumName5870",4513,"2025-06-26"
5871,"albumName5871",4073,"1994-01-08"
5872,"albumName5872",4544,"2019-07-09"
5873,"albumName5873",3190,"2059-02-19"
5874,"albumName5874",2173,"2051-02-23"
5875,"albumName5875",2924,"2021-03-12"
5876,"albumName5876",8,"2054-06-27"
5877,"albumName5877",375,"2020-12-23"
5878,"albumName5878",2639,"2056-05-20"
5879,"albumName5879",2629,"2002-09-23"
5880,"albumName5880",658,"2009-05-08"
5881,"albumName5881",1497,"2054-08-22"
5882,"albumName5882",209,"2010-09-11"
5883,"albumName5883",565,"1995-04-09"
5884,"albumName5884",3041,"2009-11-22"
5885,"albumName5885",2508,"1995-06-03"
5886,"albumName5886",4217,"2019-12-21"
5887,"albumName5887",3554,"2065-01-20"
5888,"albumName5888",605,"1996-03-15"
5889,"albumName5889",4192,"2051-11-02"
5890,"albumName5890",3924,"1974-12-03"
5891,"albumName5891",3327,"2007-07-10"
5892,"albumName5892",1477,"2003-09-21"
