"a_artistid","a_artistname","a_country","a_genre","a_userid"
2992,"artistName2992","MEXICO","Electronic",6067
2993,"artistName2993","RUSSIA","Reggae",6071
2994,"artistName2994","CHINA","Country",6072
2995,"artistName2995","RUSSIA","Blues",6075
2996,"artistName2996","MEXICO","Country",6076
2997,"artistName2997","CHINA","Jazz",6078
2998,"artistName2998","GERMANY","Pop",6081
2999,"artistName2999","CANADA","Country",6082
3000,"artistName3000","GERMANY","Hip Hop",6084
3001,"artistName3001","AUSTRALIA","Reggae",6087
3002,"artistName3002","USA","Country",6088
3003,"artistName3003","CANADA","Pop",6092
3004,"artistName3004","RUSSIA","Electronic",6093
3005,"artistName3005","MEXICO","Electronic",6094
3006,"artistName3006","AUSTRALIA","Classical",6097
3007,"artistName3007","RUSSIA","Rock",6099
3008,"artistName3008","USA","Classical",6100
3009,"artistName3009","GERMANY","Classical",6103
3010,"artistName3010","USA","Hip Hop",6105
3011,"artistName3011","AUSTRALIA","Hip Hop",6108
3012,"artistName3012","GERMANY","Electronic",6110
3013,"artistName3013","AUSTRALIA","Pop",6112
3014,"artistName3014","CANADA","Rock",6113
3015,"artistName3015","CANADA","Pop",6114
3016,"artistName3016","MEXICO","Hip Hop",6115
3017,"artistName3017","RUSSIA","Rock",6116
3018,"artistName3018","MEXICO","Classical",6117
3019,"artistName3019","MEXICO","Classical",6118
3020,"artistName3020","GERMANY","Pop",6119
3021,"artistName3021","CHINA","Pop",6122
3022,"artistName3022","CANADA","Country",6128
3023,"artistName3023","USA","Rock",6130
3024,"artistName3024","USA","Classical",6131
3025,"artistName3025","CANADA","Electronic",6134
3026,"artistName3026","USA","Blues",6137
3027,"artistName3027","USA","Electronic",6140
3028,"artistName3028","USA","Rock",6142
3029,"artistName3029","MEXICO","Blues",6143
3030,"artistName3030","RUSSIA","Classical",6144
3031,"artistName3031","CANADA","Reggae",6145
3032,"artistName3032","CANADA","Rock",6146
3033,"artistName3033","USA","Classical",6149
3034,"artistName3034","CHINA","Jazz",6151
3035,"artistName3035","AUSTRALIA","Hip Hop",6152
3036,"artistName3036","CANADA","Reggae",6153
3037,"artistName3037","CHINA","Reggae",6156
3038,"artistName3038","USA","Jazz",6158
3039,"artistName3039","GERMANY","Country",6161
3040,"artistName3040","AUSTRALIA","Reggae",6162
3041,"artistName3041","CANADA","Country",6164
3042,"artistName3042","CANADA","Reggae",6166
3043,"artistName3043","RUSSIA","Electronic",6167
3044,"artistName3044","USA","Hip Hop",6168
3045,"artistName3045","AUSTRALIA","Blues",6170
3046,"artistName3046","AUSTRALIA","Electronic",6171
3047,"artistName3047","RUSSIA","Pop",6172
3048,"artistName3048","USA","Jazz",6173
3049,"artistName3049","MEXICO","Classical",6175
3050,"artistName3050","CHINA","Classical",6176
3051,"artistName3051","CHINA","Rock",6185
3052,"artistName3052","GERMANY","Rock",6186
3053,"artistName3053","USA","Hip Hop",6188
3054,"artistName3054","CANADA","Metal",6189
3055,"artistName3055","CHINA","Electronic",6190
3056,"artistName3056","CHINA","Pop",6191
3057,"artistName3057","AUSTRALIA","Country",6192
3058,"artistName3058","AUSTRALIA","Classical",6193
3059,"artistName3059","MEXICO","Blues",6195
3060,"artistName3060","RUSSIA","Metal",6197
3061,"artistName3061","MEXICO","Pop",6201
3062,"artistName3062","GERMANY","Pop",6202
3063,"artistName3063","AUSTRALIA","Reggae",6203
3064,"artistName3064","RUSSIA","Electronic",6204
3065,"artistName3065","MEXICO","Reggae",6205
3066,"artistName3066","CANADA","Rock",6206
3067,"artistName3067","AUSTRALIA","Country",6208
3068,"artistName3068","CANADA","Metal",6209
3069,"artistName3069","USA","Pop",6210
3070,"artistName3070","MEXICO","Rock",6214
3071,"artistName3071","AUSTRALIA","Rock",6216
3072,"artistName3072","CANADA","Classical",6221
3073,"artistName3073","USA","Pop",6222
3074,"artistName3074","USA","Jazz",6225
3075,"artistName3075","CHINA","Electronic",6228
3076,"artistName3076","CANADA","Jazz",6229
3077,"artistName3077","CANADA","Hip Hop",6231
3078,"artistName3078","GERMANY","Metal",6232
3079,"artistName3079","AUSTRALIA","Rock",6233
3080,"artistName3080","GERMANY","Hip Hop",6234
3081,"artistName3081","CHINA","Electronic",6235
3082,"artistName3082","AUSTRALIA","Pop",6236
3083,"artistName3083","CHINA","Blues",6238
3084,"artistName3084","CHINA","Pop",6239
3085,"artistName3085","RUSSIA","Reggae",6241
3086,"artistName3086","GERMANY","Pop",6243
3087,"artistName3087","RUSSIA","Metal",6245
3088,"artistName3088","CHINA","Rock",6247
3089,"artistName3089","CANADA","Blues",6251
3090,"artistName3090","GERMANY","Country",6254
3091,"artistName3091","RUSSIA","Classical",6255
3092,"artistName3092","GERMANY","Pop",6256
3093,"artistName3093","GERMANY","Reggae",6257
3094,"artistName3094","RUSSIA","Country",6258
3095,"artistName3095","MEXICO","Reggae",6261
3096,"artistName3096","CHINA","Reggae",6263
3097,"artistName3097","RUSSIA","Country",6267
3098,"artistName3098","MEXICO","Country",6268
3099,"artistName3099","USA","Metal",6271
3100,"artistName3100","GERMANY","Pop",6272
3101,"artistName3101","USA","Electronic",6274
3102,"artistName3102","CANADA","Country",6275
3103,"artistName3103","AUSTRALIA","Rock",6276
3104,"artistName3104","MEXICO","Rock",6278
3105,"artistName3105","GERMANY","Electronic",6279
3106,"artistName3106","RUSSIA","Jazz",6280
3107,"artistName3107","MEXICO","Metal",6281
3108,"artistName3108","GERMANY","Jazz",6284
3109,"artistName3109","CANADA","Metal",6286
3110,"artistName3110","RUSSIA","Reggae",6287
3111,"artistName3111","CANADA","Pop",6289
3112,"artistName3112","AUSTRALIA","Country",6292
3113,"artistName3113","MEXICO","Reggae",6293
3114,"artistName3114","RUSSIA","Hip Hop",6295
3115,"artistName3115","RUSSIA","Electronic",6299
3116,"artistName3116","USA","Jazz",6300
3117,"artistName3117","CANADA","Reggae",6301
3118,"artistName3118","CHINA","Blues",6306
3119,"artistName3119","MEXICO","Rock",6308
3120,"artistName3120","RUSSIA","Jazz",6311
3121,"artistName3121","RUSSIA","Jazz",6313
3122,"artistName3122","GERMANY","Rock",6315
3123,"artistName3123","USA","Metal",6317
3124,"artistName3124","MEXICO","Country",6319
3125,"artistName3125","AUSTRALIA","Metal",6320
3126,"artistName3126","USA","Reggae",6324
3127,"artistName3127","RUSSIA","Electronic",6325
3128,"artistName3128","AUSTRALIA","Hip Hop",6326
3129,"artistName3129","CHINA","Classical",6327
3130,"artistName3130","CANADA","Blues",6328
3131,"artistName3131","MEXICO","Rock",6329
3132,"artistName3132","RUSSIA","Pop",6330
3133,"artistName3133","USA","Metal",6331
3134,"artistName3134","CANADA","Blues",6332
3135,"artistName3135","USA","Rock",6338
3136,"artistName3136","RUSSIA","Electronic",6339
3137,"artistName3137","AUSTRALIA","Rock",6340
3138,"artistName3138","MEXICO","Hip Hop",6341
3139,"artistName3139","GERMANY","Metal",6348
3140,"artistName3140","AUSTRALIA","Pop",6349
3141,"artistName3141","AUSTRALIA","Rock",6351
3142,"artistName3142","CHINA","Jazz",6353
3143,"artistName3143","CANADA","Reggae",6354
3144,"artistName3144","MEXICO","Country",6355
3145,"artistName3145","CANADA","Blues",6356
3146,"artistName3146","GERMANY","Jazz",6359
3147,"artistName3147","USA","Electronic",6364
3148,"artistName3148","USA","Pop",6365
3149,"artistName3149","GERMANY","Country",6366
3150,"artistName3150","USA","Rock",6370
3151,"artistName3151","MEXICO","Pop",6373
3152,"artistName3152","GERMANY","Classical",6374
3153,"artistName3153","MEXICO","Blues",6375
3154,"artistName3154","GERMANY","Blues",6376
3155,"artistName3155","AUSTRALIA","Pop",6379
3156,"artistName3156","AUSTRALIA","Electronic",6384
3157,"artistName3157","CHINA","Blues",6387
3158,"artistName3158","CHINA","Pop",6389
3159,"artistName3159","RUSSIA","Classical",6390
3160,"artistName3160","CHINA","Rock",6392
3161,"artistName3161","RUSSIA","Pop",6393
3162,"artistName3162","AUSTRALIA","Reggae",6394
3163,"artistName3163","RUSSIA","Pop",6396
3164,"artistName3164","CHINA","Pop",6399
3165,"artistName3165","GERMANY","Reggae",6400
3166,"artistName3166","USA","Pop",6402
3167,"artistName3167","MEXICO","Electronic",6403
3168,"artistName3168","CANADA","Reggae",6405
3169,"artistName3169","MEXICO","Electronic",6412
3170,"artistName3170","GERMANY","Blues",6414
3171,"artistName3171","RUSSIA","Reggae",6415
3172,"artistName3172","RUSSIA","Rock",6422
3173,"artistName3173","CANADA","Classical",6424
3174,"artistName3174","MEXICO","Reggae",6425
3175,"artistName3175","USA","Country",6427
3176,"artistName3176","CANADA","Blues",6428
3177,"artistName3177","CHINA","Country",6430
3178,"artistName3178","CANADA","Rock",6433
3179,"artistName3179","MEXICO","Metal",6434
3180,"artistName3180","USA","Country",6435
3181,"artistName3181","MEXICO","Rock",6437
3182,"artistName3182","GERMANY","Country",6438
3183,"artistName3183","MEXICO","Country",6439
3184,"artistName3184","MEXICO","Rock",6440
3185,"artistName3185","CHINA","Blues",6442
3186,"artistName3186","GERMANY","Pop",6444
3187,"artistName3187","RUSSIA","Electronic",6445
3188,"artistName3188","MEXICO","Reggae",6447
3189,"artistName3189","AUSTRALIA","Metal",6449
3190,"artistName3190","CANADA","Electronic",6450
3191,"artistName3191","CHINA","Country",6451
3192,"artistName3192","CANADA","Hip Hop",6455
3193,"artistName3193","AUSTRALIA","Hip Hop",6467
3194,"artistName3194","RUSSIA","Rock",6468
3195,"artistName3195","MEXICO","Blues",6469
3196,"artistName3196","RUSSIA","Pop",6471
3197,"artistName3197","CANADA","Country",6472
3198,"artistName3198","CHINA","Rock",6474
3199,"artistName3199","MEXICO","Electronic",6478
3200,"artistName3200","AUSTRALIA","Blues",6479
3201,"artistName3201","USA","Jazz",6480
3202,"artistName3202","GERMANY","Jazz",6482
3203,"artistName3203","USA","Electronic",6483
3204,"artistName3204","MEXICO","Rock",6484
3205,"artistName3205","RUSSIA","Rock",6487
3206,"artistName3206","RUSSIA","Metal",6488
3207,"artistName3207","CANADA","Blues",6490
3208,"artistName3208","RUSSIA","Country",6494
3209,"artistName3209","AUSTRALIA","Blues",6497
3210,"artistName3210","GERMANY","Classical",6499
3211,"artistName3211","USA","Reggae",6501
3212,"artistName3212","USA","Reggae",6504
3213,"artistName3213","CANADA","Jazz",6505
3214,"artistName3214","GERMANY","Pop",6506
3215,"artistName3215","MEXICO","Classical",6508
3216,"artistName3216","USA","Reggae",6510
3217,"artistName3217","MEXICO","Metal",6516
3218,"artistName3218","CHINA","Country",6517
3219,"artistName3219","MEXICO","Classical",6520
3220,"artistName3220","USA","Rock",6521
3221,"artistName3221","CHINA","Blues",6522
3222,"artistName3222","GERMANY","Pop",6525
3223,"artistName3223","AUSTRALIA","Pop",6527
3224,"artistName3224","MEXICO","Hip Hop",6528
3225,"artistName3225","AUSTRALIA","Metal",6530
3226,"artistName3226","MEXICO","Hip Hop",6533
3227,"artistName3227","USA","Jazz",6535
3228,"artistName3228","CHINA","Blues",6537
3229,"artistName3229","GERMANY","Country",6538
3230,"artistName3230","CHINA","Classical",6543
3231,"artistName3231","USA","Metal",6544
3232,"artistName3232","MEXICO","Classical",6545
3233,"artistName3233","AUSTRALIA","Reggae",6549
3234,"artistName3234","CANADA","Classical",6551
3235,"artistName3235","MEXICO","Jazz",6552
3236,"artistName3236","GERMANY","Country",6553
3237,"artistName3237","MEXICO","Blues",6556
3238,"artistName3238","MEXICO","Pop",6561
3239,"artistName3239","CHINA","Blues",6562
3240,"artistName3240","MEXICO","Jazz",6565
3241,"artistName3241","GERMANY","Rock",6566
3242,"artistName3242","AUSTRALIA","Jazz",6567
3243,"artistName3243","RUSSIA","Pop",6570
3244,"artistName3244","USA","Pop",6573
3245,"artistName3245","RUSSIA","Classical",6580
3246,"artistName3246","USA","Jazz",6581
3247,"artistName3247","USA","Rock",6584
3248,"artistName3248","GERMANY","Country",6590
3249,"artistName3249","GERMANY","Country",6591
3250,"artistName3250","AUSTRALIA","Rock",6593
3251,"artistName3251","AUSTRALIA","Reggae",6596
3252,"artistName3252","USA","Pop",6597
3253,"artistName3253","USA","Country",6598
3254,"artistName3254","AUSTRALIA","Country",6599
3255,"artistName3255","CANADA","Reggae",6602
3256,"artistName3256","AUSTRALIA","Jazz",6603
3257,"artistName3257","AUSTRALIA","Blues",6608
3258,"artistName3258","RUSSIA","Pop",6609
3259,"artistName3259","GERMANY","Classical",6611
3260,"artistName3260","CANADA","Jazz",6612
3261,"artistName3261","USA","Jazz",6613
3262,"artistName3262","USA","Pop",6614
3263,"artistName3263","CHINA","Classical",6623
3264,"artistName3264","AUSTRALIA","Metal",6627
3265,"artistName3265","GERMANY","Reggae",6628
3266,"artistName3266","USA","Electronic",6629
3267,"artistName3267","GERMANY","Classical",6630
3268,"artistName3268","GERMANY","Country",6632
3269,"artistName3269","AUSTRALIA","Pop",6635
3270,"artistName3270","GERMANY","Electronic",6636
3271,"artistName3271","GERMANY","Metal",6639
3272,"artistName3272","GERMANY","Jazz",6640
3273,"artistName3273","GERMANY","Reggae",6641
3274,"artistName3274","RUSSIA","Hip Hop",6642
3275,"artistName3275","RUSSIA","Country",6643
3276,"artistName3276","RUSSIA","Pop",6645
3277,"artistName3277","RUSSIA","Country",6646
3278,"artistName3278","USA","Classical",6647
3279,"artistName3279","CHINA","Pop",6648
3280,"artistName3280","CHINA","Reggae",6649
3281,"artistName3281","AUSTRALIA","Pop",6652
3282,"artistName3282","CHINA","Country",6656
3283,"artistName3283","CHINA","Hip Hop",6658
3284,"artistName3284","USA","Jazz",6659
3285,"artistName3285","GERMANY","Metal",6660
3286,"artistName3286","CHINA","Electronic",6661
3287,"artistName3287","CHINA","Reggae",6662
3288,"artistName3288","MEXICO","Blues",6663
3289,"artistName3289","USA","Classical",6664
3290,"artistName3290","AUSTRALIA","Reggae",6665
3291,"artistName3291","CANADA","Classical",6666
3292,"artistName3292","USA","Electronic",6669
3293,"artistName3293","CANADA","Country",6670
3294,"artistName3294","CANADA","Blues",6672
3295,"artistName3295","CHINA","Metal",6673
3296,"artistName3296","CHINA","Metal",6675
3297,"artistName3297","RUSSIA","Electronic",6678
3298,"artistName3298","CHINA","Blues",6680
3299,"artistName3299","AUSTRALIA","Classical",6682
3300,"artistName3300","CANADA","Country",6685
3301,"artistName3301","RUSSIA","Blues",6689
3302,"artistName3302","RUSSIA","Rock",6691
3303,"artistName3303","GERMANY","Reggae",6692
3304,"artistName3304","USA","Electronic",6697
3305,"artistName3305","CANADA","Electronic",6700
3306,"artistName3306","CANADA","Blues",6703
3307,"artistName3307","AUSTRALIA","Rock",6704
3308,"artistName3308","RUSSIA","Electronic",6707
3309,"artistName3309","USA","Rock",6710
3310,"artistName3310","RUSSIA","Rock",6711
3311,"artistName3311","GERMANY","Jazz",6712
3312,"artistName3312","CHINA","Reggae",6713
3313,"artistName3313","RUSSIA","Pop",6715
3314,"artistName3314","CANADA","Blues",6716
3315,"artistName3315","RUSSIA","Hip Hop",6719
3316,"artistName3316","MEXICO","Classical",6723
3317,"artistName3317","AUSTRALIA","Classical",6725
3318,"artistName3318","GERMANY","Metal",6728
3319,"artistName3319","RUSSIA","Electronic",6732
3320,"artistName3320","RUSSIA","Country",6733
3321,"artistName3321","RUSSIA","Pop",6734
3322,"artistName3322","CANADA","Hip Hop",6735
3323,"artistName3323","CHINA","Country",6736
3324,"artistName3324","CHINA","Blues",6737
3325,"artistName3325","RUSSIA","Rock",6738
3326,"artistName3326","CHINA","Reggae",6740
3327,"artistName3327","RUSSIA","Classical",6741
3328,"artistName3328","USA","Classical",6743
3329,"artistName3329","USA","Classical",6746
3330,"artistName3330","AUSTRALIA","Rock",6750
3331,"artistName3331","GERMANY","Country",6751
3332,"artistName3332","CHINA","Electronic",6752
3333,"artistName3333","USA","Blues",6753
3334,"artistName3334","MEXICO","Hip Hop",6754
3335,"artistName3335","CANADA","Hip Hop",6756
3336,"artistName3336","RUSSIA","Classical",6757
3337,"artistName3337","CHINA","Jazz",6758
3338,"artistName3338","CHINA","Metal",6759
3339,"artistName3339","GERMANY","Metal",6760
3340,"artistName3340","CANADA","Pop",6762
3341,"artistName3341","GERMANY","Metal",6764
3342,"artistName3342","AUSTRALIA","Metal",6766
3343,"artistName3343","CHINA","Hip Hop",6768
3344,"artistName3344","RUSSIA","Pop",6769
3345,"artistName3345","RUSSIA","Hip Hop",6773
3346,"artistName3346","RUSSIA","Reggae",6774
3347,"artistName3347","USA","Metal",6775
3348,"artistName3348","CHINA","Metal",6778
3349,"artistName3349","CHINA","Blues",6779
3350,"artistName3350","AUSTRALIA","Rock",6780
3351,"artistName3351","RUSSIA","Hip Hop",6781
3352,"artistName3352","CANADA","Metal",6783
3353,"artistName3353","CHINA","Jazz",6787
3354,"artistName3354","CANADA","Hip Hop",6788
3355,"artistName3355","RUSSIA","Hip Hop",6790
3356,"artistName3356","CANADA","Jazz",6792
3357,"artistName3357","USA","Rock",6793
3358,"artistName3358","GERMANY","Electronic",6801
3359,"artistName3359","CHINA","Pop",6802
3360,"artistName3360","GERMANY","Country",6803
3361,"artistName3361","AUSTRALIA","Pop",6804
3362,"artistName3362","RUSSIA","Country",6806
3363,"artistName3363","CANADA","Hip Hop",6811
3364,"artistName3364","CANADA","Country",6812
3365,"artistName3365","AUSTRALIA","Metal",6813
3366,"artistName3366","RUSSIA","Electronic",6815
3367,"artistName3367","RUSSIA","Rock",6818
3368,"artistName3368","AUSTRALIA","Hip Hop",6819
3369,"artistName3369","GERMANY","Metal",6823
3370,"artistName3370","MEXICO","Hip Hop",6824
3371,"artistName3371","GERMANY","Hip Hop",6825
3372,"artistName3372","RUSSIA","Metal",6827
3373,"artistName3373","RUSSIA","Blues",6830
